link_dir,tx_beam,rx_beam,mcs,tx_mask22,tx_mask23,tx_mask24,rx_mask22,rx_mask23,rx_mask24,tx_gain_idx,rx_rf_gain_idx,rx_if_gain_idx,stf_snr,post_snr,rssi,rssi std,tx temp,rx temp,eirp,pRx,path_loss
1to2,0,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,0,5,26,18,-13,0,50,53,20.42129909271,-48.98931812417587,69.41061721688587
1to2,0,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,0,5,27,19,-12,0,50,53,20.42129909271,-48.28047875587839,68.70177784858839
1to2,0,2,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,1,5,27,17,-11,0,50,53,20.42129909271,-57.57752869334028,77.99882778605027
1to2,0,3,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,4,25,17,-15,0,50,53,20.42129909271,-65.33653494499876,85.75783403770876
1to2,0,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,4,24,16,-16,0,50,53,20.42129909271,-65.87691843603706,86.29821752874706
1to2,0,5,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,6,24,15,-13,0,50,53,20.42129909271,-66.46876558753678,86.89006468024678
1to2,0,6,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,6,25,16,-12,0,50,53,20.42129909271,-65.89891035154176,86.32020944425176
1to2,0,7,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,8,23,18,-13,0,50,53,20.42129909271,-68.379500035048,88.800799127758
1to2,0,8,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,10,22,17,-12,0,50,53,20.42129909271,-69.66729207331821,90.08859116602821
1to2,0,9,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,6,15,12,-13,0,50,53,20.42129909271,-79.90718714683653,100.32848623954654
1to2,0,10,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,8,22,16,-15,0,50,53,20.42129909271,-69.27890668841886,89.70020578112886
1to2,0,11,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,8,22,16,-14,0,50,53,20.42129909271,-68.76686884890037,89.18816794161037
1to2,0,12,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,9,21,18,-15,0,50,53,20.42129909271,-70.14949488785186,90.57079398056186
1to2,0,13,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,8,22,18,-13,0,50,53,20.42129909271,-68.21849773766718,88.63979683037718
1to2,0,14,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,6,19,15,-14,0,50,53,20.42129909271,-73.66797653088129,94.08927562359129
1to2,0,15,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,4,15,12,-14,0,50,53,20.42129909271,-77.7238500304988,98.1451491232088
1to2,0,16,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,5,13,12,-14,0,50,53,20.42129909271,-79.25230555258426,99.67360464529426
1to2,0,17,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,11,19,15,-14,0,50,53,20.42129909271,-71.54167615738257,91.96297525009257
1to2,0,18,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,11,20,14,-14,0,50,53,20.42129909271,-71.49325374370699,91.91455283641699
1to2,0,19,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,6,18,10,-14,0,50,53,20.42129909271,-73.44100389360503,93.86230298631503
1to2,0,20,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,10,9,8,-11,0,50,53,20.42129909271,-83.68715213250191,104.10845122521191
1to2,0,21,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,7,11,8,-13,0,50,53,20.42129909271,-81.3143240819109,101.7356231746209
1to2,0,22,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,7,11,9,-13,0,50,53,20.42129909271,-81.25276772883326,101.67406682154326
1to2,0,23,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,9,16,14,-11,0,50,53,20.42129909271,-74.35878858512903,94.78008767783903
1to2,0,24,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,11,14,11,-14,0,50,53,20.42129909271,-77.32999466406476,97.75129375677476
1to2,0,25,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,10,14,12,-18,0,50,53,20.42129909271,-78.45532400730835,98.87662310001835
1to2,0,26,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,7,13,9,-12,0,50,53,20.42129909271,-80.12856671410538,100.54986580681538
