link_dir,tx_beam,rx_beam,mcs,tx_mask22,tx_mask23,tx_mask24,rx_mask22,rx_mask23,rx_mask24,tx_gain_idx,rx_rf_gain_idx,rx_if_gain_idx,stf_snr,post_snr,rssi,rssi std,tx temp,rx temp,eirp,pRx,path_loss
1to2,0,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,0,5,27,19,-12,0,49,52,20.405059981596665,-48.473594853727604,68.87865483532427
1to2,0,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,0,5,27,18,-12,0,49,52,20.405059981596665,-48.47230265524813,68.8773626368448
1to2,0,2,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,1,5,26,18,-12,0,49,52,20.405059981596665,-58.331884696520326,78.736944678117
1to2,0,3,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,1,11,27,18,-8,0,49,52,20.405059981596665,-62.17266037661201,82.57772035820867
1to2,0,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,9,23,15,-14,0,49,52,20.405059981596665,-69.99603095020278,90.40109093179944
1to2,0,5,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,1,11,26,18,-9,0,49,52,20.405059981596665,-62.6552155348295,83.06027551642617
1to2,0,6,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,5,24,15,-14,0,49,52,20.405059981596665,-66.07598688992297,86.48104687151964
1to2,0,7,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,7,22,18,-13,0,49,52,20.405059981596665,-67.51556778623619,87.92062776783285
1to2,0,8,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,9,21,16,-15,0,49,52,20.405059981596665,-70.4429121711145,90.84797215271116
1to2,0,9,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,7,19,15,-12,0,49,52,20.405059981596665,-74.0441647353765,94.44922471697316
1to2,0,10,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,9,22,16,-14,0,49,52,20.405059981596665,-69.88433305995743,90.28939304155409
1to2,0,11,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,8,23,17,-12,0,49,52,20.405059981596665,-67.97830092062397,88.38336090222063
1to2,0,12,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,9,22,18,-13,0,49,52,20.405059981596665,-69.31626262587685,89.72132260747351
1to2,0,13,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,7,23,19,-14,0,49,52,20.405059981596665,-67.91012104441093,88.3151810260076
1to2,0,14,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,6,19,15,-13,0,49,52,20.405059981596665,-73.4163184950833,93.82137847667997
1to2,0,15,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,5,14,11,-15,0,49,52,20.405059981596665,-80.37460091822484,100.77966089982151
1to2,0,16,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,5,14,12,-14,0,49,52,20.405059981596665,-79.54462132363149,99.94968130522815
1to2,0,17,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,10,21,15,-13,0,49,52,20.405059981596665,-70.01934056363389,90.42440054523055
1to2,0,18,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,11,20,15,-13,0,49,52,20.405059981596665,-71.15399614373933,91.559056125336
1to2,0,19,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,7,17,10,-13,0,49,52,20.405059981596665,-74.08443899296694,94.4894989745636
1to2,0,20,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,7,10,10,-15,0,49,52,20.405059981596665,-83.06707421012163,103.4721341917183
1to2,0,21,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,8,9,7,-14,0,49,52,20.405059981596665,-83.46055337782352,103.86561335942018
1to2,0,22,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,8,9,7,-15,0,49,52,20.405059981596665,-83.91765685543534,104.322716837032
1to2,0,23,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,7,17,14,-15,0,49,52,20.405059981596665,-74.68701103538228,95.09207101697895
1to2,0,24,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,10,15,10,-14,0,49,52,20.405059981596665,-76.47050426985311,96.87556425144977
1to2,0,25,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,11,15,13,-12,0,49,52,20.405059981596665,-76.5714841158789,96.97654409747557
1to2,0,26,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,4,13,9,-18,0,49,52,20.405059981596665,-80.54982918149045,100.95488916308712
1to2,0,27,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,10,16,12,-14,0,49,52,20.405059981596665,-76.2406807062731,96.64574068786976
1to2,0,28,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,8,9,8,-15,0,49,52,20.405059981596665,-83.46429994530013,103.86935992689679
1to2,0,29,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,6,17,14,-14,0,49,52,20.405059981596665,-72.89486025446584,93.2999202360625
1to2,0,30,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,8,16,11,-13,0,49,52,20.405059981596665,-74.06927817473617,94.47433815633283
1to2,0,31,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,6,17,13,-14,0,49,52,20.405059981596665,-72.70300083080029,93.10806081239696
1to2,0,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,1,5,26,17,-14,0,49,52,20.405059981596665,-59.399592623282956,79.80465260487962
1to2,0,33,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,7,25,18,-13,0,49,52,20.405059981596665,-67.57402000338796,87.97907998498462
1to2,0,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,9,23,17,-15,0,49,52,20.405059981596665,-70.5144976447545,90.91955762635116
1to2,0,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,1,10,25,19,-11,0,49,52,20.405059981596665,-61.96014252257974,82.36520250417641
1to2,0,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,1,5,25,19,-13,0,49,52,20.405059981596665,-58.836587502313925,79.24164748391058
1to2,0,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,7,23,18,-14,0,49,52,20.405059981596665,-68.08806379068065,88.49312377227731
1to2,0,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,7,19,15,-13,0,49,52,20.405059981596665,-74.50883113343377,94.91389111503044
1to2,0,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,9,18,16,-12,0,49,52,20.405059981596665,-75.56056085503162,95.96562083662829
1to2,0,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,9,16,14,-15,0,49,52,20.405059981596665,-76.78266966698646,97.18772964858313
1to2,0,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,7,23,19,-14,0,49,52,20.405059981596665,-68.0023418900514,88.40740187164806
1to2,0,42,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,6,23,19,-13,0,49,52,20.405059981596665,-66.52730815601312,86.93236813760979
1to2,0,43,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,5,15,8,-15,0,49,52,20.405059981596665,-80.48618912071775,100.89124910231442
1to2,0,44,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,9,15,11,-15,0,49,52,20.405059981596665,-76.66525253973464,97.0703125213313
1to2,0,45,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,8,17,14,-15,0,49,52,20.405059981596665,-75.97576580795415,96.38082578955081
1to2,0,46,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,8,12,10,-15,0,49,52,20.405059981596665,-84.27982004503517,104.68488002663183
1to2,0,47,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,10,19,15,-17,0,49,52,20.405059981596665,-72.04343376170581,92.44849374330248
1to2,0,48,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,11,20,16,-15,0,49,52,20.405059981596665,-72.24262640891732,92.64768639051398
1to2,0,49,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,9,16,12,-14,0,49,52,20.405059981596665,-76.03808318252241,96.44314316411908
1to2,0,50,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,4,12,10,-19,0,49,52,20.405059981596665,-81.8497296715843,102.25478965318096
1to2,0,51,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,4,4,14,8,-15,0,49,52,20.405059981596665,-78.42332098237893,98.82838096397559
1to2,0,52,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,10,14,8,-15,0,49,52,20.405059981596665,-77.08806691712196,97.49312689871863
1to2,0,53,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,10,14,10,-14,0,49,52,20.405059981596665,-76.60930307285203,97.0143630544487
1to2,0,54,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,9,15,13,-14,0,49,52,20.405059981596665,-75.74690828142094,96.15196826301761
1to2,0,55,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,5,18,9,-15,0,49,52,20.405059981596665,-73.11711266534778,93.52217264694444
1to2,0,56,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,11,20,13,-14,0,49,52,20.405059981596665,-71.23676328301221,91.64182326460887
1to2,0,57,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,10,21,15,-14,0,49,52,20.405059981596665,-69.94850525684676,90.35356523844342
