link_dir,tx_beam,rx_beam,mcs,tx_mask22,tx_mask23,tx_mask24,rx_mask22,rx_mask23,rx_mask24,tx_gain_idx,rx_rf_gain_idx,rx_if_gain_idx,stf_snr,post_snr,rssi,rssi std,tx temp,rx temp,eirp,pRx,path_loss
1to2,0,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,0,5,26,19,-14,0,51,54,20.437538203823333,-49.50504139462413,69.94257959844747
1to2,0,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,0,5,27,19,-13,0,51,54,20.437538203823333,-48.79620202632666,69.23374023014999
1to2,0,2,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,1,4,26,17,-14,0,51,54,20.437538203823333,-57.671221127153345,78.10875933097668
1to2,0,3,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,1,11,26,18,-9,0,51,54,20.437538203823333,-62.30290436992394,82.74044257374727
1to2,0,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,8,23,16,-14,0,51,54,20.437538203823333,-68.71748332463336,89.1550215284567
1to2,0,5,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,4,24,15,-16,0,51,54,20.437538203823333,-65.67162621895955,86.10916442278288
1to2,0,6,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,6,24,15,-12,0,51,54,20.437538203823333,-65.71240241503382,86.14994061885716
1to2,0,7,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,8,22,18,-12,0,51,54,20.437538203823333,-67.66109380192927,88.0986320057526
1to2,0,8,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,2,9,22,17,-14,0,51,54,20.437538203823333,-69.5623785143582,89.99991671818154
1to2,0,9,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,15,3,11,19,15,-6,0,51,54,20.437538203823333,-74.3261052599495,94.76364346377284
