link_dir, tx_beam, rx_beam, mcs, tx_mask22, tx_mask23, tx_mask24, rx_mask22, rx_mask23, rx_mask24, tx_gain_idx, rx_rf_gain_idx, rx_if_gain_idx, stf_snr, post_snr, rssi, rssi std, tx temp, rx temp
1to2, 30, 40, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 5, 4, -15, 0, 51 , 54 
1to2, 30, 41, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 4, 6, 5, -15, 0, 51 , 54 
1to2, 30, 42, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -1, 3, -13, 0, 51 , 54 
1to2, 30, 43, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -14, 0, 51 , 54 
1to2, 30, 46, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, 1, 3, -15, 0, 51 , 54 
1to2, 30, 47, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 4, 3, -13, 0, 51 , 54 
1to2, 30, 48, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -1, 3, -12, 0, 51 , 54 
1to2, 30, 51, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, -2, 3, -12, 0, 51 , 54 
1to2, 30, 53, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, 0, 2, -12, 0, 51 , 54 
1to2, 30, 54, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 12, -4, 3, -11, 0, 51 , 54 
1to2, 30, 55, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 12, 7, 4, -12, 0, 51 , 54 
1to2, 30, 56, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 6, 4, -12, 0, 51 , 54 
1to2, 30, 58, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 0, 3, -18, 0, 51 , 54 
1to2, 30, 61, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 2, 2, -14, 0, 51 , 54 
1to2, 30, 62, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 1, 2, -17, 0, 51 , 54 
1to2, 30, 63, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -3, 3, -13, 0, 51 , 54 
1to2, 31, 0, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 6, 22, 18, -13, 0, 51 , 54 
1to2, 31, 1, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 4, 23, 18, -14, 0, 51 , 54 
1to2, 31, 2, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 9, 22, 16, -12, 0, 51 , 54 
1to2, 31, 3, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 16, 13, -15, 0, 51 , 54 
1to2, 31, 4, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 9, 15, 12, -13, 0, 51 , 54 
1to2, 31, 5, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 13, 9, -14, 0, 51 , 54 
1to2, 31, 6, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 4, 12, 9, -17, 0, 51 , 54 
1to2, 31, 7, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 7, 6, -11, 0, 51 , 54 
1to2, 31, 8, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 4, 5, 5, -15, 0, 51 , 54 
1to2, 31, 9, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, -1, 3, -16, 0, 51 , 54 
1to2, 31, 10, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 6, 5, -15, 0, 51 , 54 
1to2, 31, 11, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 6, 5, -13, 0, 51 , 54 
1to2, 31, 12, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 4, 4, -15, 0, 51 , 54 
1to2, 31, 13, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 6, 6, -14, 0, 51 , 54 
1to2, 31, 14, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 2, 3, -13, 0, 51 , 54 
1to2, 31, 15, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 12, -3, 3, -14, 0, 51 , 54 
1to2, 31, 17, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 2, 3, -15, 0, 51 , 54 
1to2, 31, 18, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 4, 3, -13, 0, 51 , 54 
1to2, 31, 19, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 2, 3, -18, 0, 51 , 54 
1to2, 31, 25, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 12, -1, 3, -10, 0, 51 , 54 
1to2, 31, 26, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, -4, 3, -18, 0, 51 , 54 
1to2, 31, 29, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -3, 3, -12, 0, 51 , 54 
1to2, 31, 30, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 12, -2, 3, -10, 0, 51 , 54 
1to2, 31, 32, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 14, 9, -14, 0, 51 , 54 
1to2, 31, 33, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 8, 9, 8, -15, 0, 51 , 54 
1to2, 31, 34, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 4, 6, 4, -17, 0, 51 , 54 
1to2, 31, 35, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 14, 11, -14, 0, 51 , 54 
1to2, 31, 36, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 13, 11, -14, 0, 51 , 54 
1to2, 31, 37, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 9, 7, -15, 0, 51 , 54 
1to2, 31, 38, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 4, 6, 5, -15, 0, 51 , 54 
1to2, 31, 39, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 3, 3, -15, 0, 51 , 54 
1to2, 31, 40, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 1, 3, -15, 0, 51 , 54 
1to2, 31, 41, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 8, 9, 7, -17, 0, 51 , 54 
1to2, 31, 42, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 6, 5, -15, 0, 51 , 54 
1to2, 31, 44, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 1, 2, -16, 0, 51 , 54 
1to2, 31, 47, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 0, 3, -15, 0, 51 , 54 
1to2, 31, 48, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, 1, 3, -12, 0, 51 , 54 
1to2, 31, 49, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, -2, 3, -14, 0, 51 , 54 
1to2, 31, 52, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -5, 3, -12, 0, 51 , 54 
1to2, 31, 53, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 12, -4, 3, -11, 0, 51 , 54 
1to2, 31, 55, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 6, 3, -12, 0, 51 , 54 
1to2, 31, 56, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 6, 4, -17, 0, 51 , 54 
1to2, 31, 57, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 3, 3, -12, 0, 51 , 54 
1to2, 31, 61, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, 0, 3, -12, 0, 51 , 54 
1to2, 31, 62, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 15, 3, 3, -11, 0, 51 , 54 
1to2, 32, 0, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 0, 6, 26, 19, -12, 0, 52 , 54 
1to2, 32, 1, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 0, 5, 26, 19, -12, 0, 52 , 54 
1to2, 32, 2, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 1, 5, 27, 19, -11, 0, 52 , 54 
1to2, 32, 3, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 5, 25, 18, -12, 0, 52 , 54 
1to2, 32, 4, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 6, 25, 19, -12, 0, 52 , 54 
1to2, 32, 5, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 7, 24, 16, -13, 0, 52 , 54 
1to2, 32, 6, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 1, 7, 26, 18, -14, 0, 52 , 54 
1to2, 32, 7, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 5, 24, 19, -12, 0, 52 , 54 
1to2, 32, 8, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 4, 20, 12, -15, 0, 52 , 54 
1to2, 32, 9, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 9, 16, 13, -15, 0, 52 , 54 
1to2, 32, 10, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 18, 10, -14, 0, 52 , 54 
1to2, 32, 11, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 4, 20, 11, -14, 0, 52 , 54 
1to2, 32, 12, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 5, 20, 15, -14, 0, 52 , 54 
1to2, 32, 13, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 11, 20, 17, -15, 0, 52 , 54 
1to2, 32, 14, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 9, 17, 15, -14, 0, 52 , 54 
1to2, 32, 15, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 4, 8, 6, -15, 0, 52 , 54 
1to2, 32, 16, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 5, 12, 9, -19, 0, 52 , 54 
1to2, 32, 17, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 6, 19, 13, -13, 0, 52 , 54 
1to2, 32, 18, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 11, 19, 13, -16, 0, 52 , 54 
1to2, 32, 19, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 6, 19, 14, -13, 0, 52 , 54 
1to2, 32, 20, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 7, 6, -14, 0, 52 , 54 
1to2, 32, 21, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 11, 9, -14, 0, 52 , 54 
1to2, 32, 22, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 9, 7, -18, 0, 52 , 54 
1to2, 32, 23, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 4, 14, 11, -14, 0, 52 , 54 
1to2, 32, 24, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 5, 12, 10, -16, 0, 52 , 54 
1to2, 32, 25, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 8, 17, 14, -14, 0, 52 , 54 
1to2, 32, 26, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 15, 11, -14, 0, 52 , 54 
1to2, 32, 27, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 4, 14, 12, -15, 0, 52 , 54 
1to2, 32, 28, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 12, 8, 7, -12, 0, 52 , 54 
1to2, 32, 29, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 15, 10, -14, 0, 52 , 54 
1to2, 32, 30, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 12, 8, -14, 0, 52 , 54 
1to2, 32, 31, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 11, 7, -14, 0, 52 , 54 
1to2, 32, 32, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 1, 11, 26, 18, -10, 0, 52 , 54 
1to2, 32, 33, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 5, 24, 18, -12, 0, 52 , 54 
1to2, 32, 34, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 17, 9, -15, 0, 52 , 54 
1to2, 32, 35, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 1, 9, 24, 19, -13, 0, 52 , 54 
1to2, 32, 36, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 1, 9, 25, 18, -13, 0, 52 , 54 
1to2, 32, 37, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 6, 18, 14, -15, 0, 52 , 54 
1to2, 32, 38, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 4, 15, 10, -17, 0, 52 , 54 
1to2, 32, 39, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 14, 12, -14, 0, 52 , 54 
1to2, 32, 40, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 13, 11, -14, 0, 52 , 54 
1to2, 32, 41, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 9, 22, 18, -13, 0, 52 , 54 
1to2, 32, 42, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 9, 21, 18, -15, 0, 52 , 54 
1to2, 32, 43, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 9, 16, 13, -14, 0, 52 , 54 
1to2, 32, 44, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 12, 10, -15, 0, 52 , 54 
1to2, 32, 45, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 13, 7, -15, 0, 52 , 54 
1to2, 32, 46, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 15, 11, -15, 0, 52 , 54 
1to2, 32, 47, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 11, 20, 16, -12, 0, 52 , 54 
1to2, 32, 48, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 5, 19, 13, -12, 0, 52 , 54 
1to2, 32, 49, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 14, 12, -15, 0, 52 , 54 
1to2, 32, 50, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 4, 6, 6, -17, 0, 52 , 54 
1to2, 32, 51, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 5, 13, 11, -14, 0, 52 , 54 
1to2, 32, 52, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 12, 6, -14, 0, 52 , 54 
1to2, 32, 53, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 15, 13, -14, 0, 52 , 54 
1to2, 32, 54, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 17, 11, -17, 0, 52 , 54 
1to2, 32, 55, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 8, 21, 14, -16, 0, 52 , 54 
1to2, 32, 56, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 17, 18, 10, 0, 0, 52 , 54 
1to2, 32, 57, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 9, 16, 11, -12, 0, 52 , 54 
1to2, 32, 58, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 12, 7, -15, 0, 52 , 54 
1to2, 32, 59, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 12, 8, -13, 0, 52 , 54 
1to2, 32, 60, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 14, 9, -14, 0, 52 , 54 
1to2, 32, 61, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 8, 17, 13, -15, 0, 52 , 54 
1to2, 32, 62, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 18, 12, -14, 0, 52 , 54 
1to2, 32, 63, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 14, 11, -15, 0, 52 , 54 
1to2, 33, 0, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 1, 5, 25, 18, -11, 0, 50 , 54 
1to2, 33, 1, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 0, 8, 25, 20, -14, 0, 50 , 54 
1to2, 33, 2, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 1, 4, 26, 20, -13, 0, 50 , 54 
1to2, 33, 3, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 19, 14, -12, 0, 50 , 54 
1to2, 33, 4, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 4, 25, 18, -13, 0, 50 , 54 
1to2, 33, 5, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 8, 16, 8, -15, 0, 50 , 54 
1to2, 33, 6, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 1, 10, 24, 18, -13, 0, 50 , 54 
1to2, 33, 7, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 7, 22, 18, -12, 0, 50 , 54 
1to2, 33, 8, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 10, 20, 15, -14, 0, 50 , 54 
1to2, 33, 9, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 8, 7, -10, 0, 50 , 54 
1to2, 33, 10, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 9, 15, 13, -14, 0, 50 , 54 
1to2, 33, 11, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 12, 11, -14, 0, 50 , 54 
1to2, 33, 12, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 18, 13, -14, 0, 50 , 54 
1to2, 33, 13, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 9, 15, 12, -15, 0, 50 , 54 
1to2, 33, 14, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 14, 11, -15, 0, 50 , 54 
1to2, 33, 15, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, -2, 3, -15, 0, 50 , 54 
1to2, 33, 16, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 5, 12, 10, -13, 0, 50 , 54 
1to2, 33, 17, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 11, 10, -14, 0, 50 , 54 
1to2, 33, 18, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 17, 13, -14, 0, 50 , 54 
1to2, 33, 19, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 5, 17, 14, -15, 0, 50 , 54 
1to2, 33, 20, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 5, 5, -18, 0, 50 , 54 
1to2, 33, 21, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 9, 9, 7, -15, 0, 50 , 54 
1to2, 33, 22, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, 0, 3, -11, 0, 50 , 54 
1to2, 33, 23, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 0, 3, -18, 0, 50 , 54 
1to2, 33, 24, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 12, 9, -14, 0, 50 , 54 
1to2, 33, 25, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 9, 15, 13, -13, 0, 50 , 54 
1to2, 33, 26, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 12, 10, -14, 0, 50 , 54 
1to2, 33, 27, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 12, 10, -16, 0, 50 , 54 
1to2, 33, 28, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 7, 7, -15, 0, 50 , 54 
1to2, 33, 29, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 10, 8, -13, 0, 50 , 54 
1to2, 33, 30, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 8, 10, 6, -12, 0, 50 , 54 
1to2, 33, 31, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 2, 3, -12, 0, 50 , 54 
1to2, 33, 32, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 1, 11, 24, 18, -8, 0, 50 , 54 
1to2, 33, 33, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 5, 25, 18, -11, 0, 50 , 54 
1to2, 33, 34, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 5, 21, 15, -13, 0, 50 , 54 
1to2, 33, 35, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 6, 23, 18, -13, 0, 50 , 54 
1to2, 33, 36, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 11, 19, 15, -14, 0, 50 , 54 
1to2, 33, 37, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 9, 6, -12, 0, 50 , 54 
1to2, 33, 38, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 15, 12, -14, 0, 50 , 54 
1to2, 33, 39, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 12, 10, -14, 0, 50 , 54 
