link_dir, tx_beam, rx_beam, mcs, tx_mask22, tx_mask23, tx_mask24, rx_mask22, rx_mask23, rx_mask24, tx_gain_idx, rx_rf_gain_idx, rx_if_gain_idx, stf_snr, post_snr, rssi, rssi std, tx temp, rx temp
1to2, 9, 51, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 0, 3, -16, 0, 50 , 54 
1to2, 9, 52, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 1, 3, -12, 0, 50 , 54 
1to2, 9, 53, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 7, 4, -14, 0, 50 , 54 
1to2, 9, 54, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 3, 3, -14, 0, 50 , 54 
1to2, 9, 55, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 8, 5, -14, 0, 50 , 54 
1to2, 9, 56, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 7, 4, -12, 0, 50 , 54 
1to2, 9, 57, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -2, 2, -14, 0, 50 , 54 
1to2, 9, 58, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 1, 2, -14, 0, 50 , 54 
1to2, 9, 59, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -1, 3, -14, 0, 50 , 54 
1to2, 9, 62, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, 0, 3, -12, 0, 50 , 54 
1to2, 10, 0, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 11, 18, 14, -14, 0, 50 , 54 
1to2, 10, 1, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 7, 20, 17, -15, 0, 50 , 54 
1to2, 10, 2, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 8, 21, 18, -14, 0, 50 , 54 
1to2, 10, 3, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 17, 14, -14, 0, 50 , 54 
1to2, 10, 4, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 8, 15, 13, -15, 0, 50 , 54 
1to2, 10, 5, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 13, 10, -14, 0, 50 , 54 
1to2, 10, 6, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 9, 8, 6, -15, 0, 50 , 54 
1to2, 10, 7, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 5, 4, -14, 0, 50 , 54 
1to2, 10, 8, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 3, 4, -14, 0, 50 , 54 
1to2, 10, 9, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -12, 0, 50 , 54 
1to2, 10, 10, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 5, 4, -16, 0, 50 , 54 
1to2, 10, 11, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 5, 5, -14, 0, 50 , 54 
1to2, 10, 12, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 5, 5, -15, 0, 50 , 54 
1to2, 10, 13, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 8, 7, -12, 0, 50 , 54 
1to2, 10, 14, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 2, 3, -16, 0, 50 , 54 
1to2, 10, 15, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 2, 3, -13, 0, 50 , 54 
1to2, 10, 17, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -2, 3, -15, 0, 50 , 54 
1to2, 10, 19, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 3, 3, -13, 0, 50 , 54 
1to2, 10, 27, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 12, -5, 2, -12, 0, 50 , 54 
1to2, 10, 28, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -4, 1, -18, 0, 50 , 54 
1to2, 10, 31, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -1, 3, -15, 0, 50 , 54 
1to2, 10, 32, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 14, 12, -13, 0, 50 , 54 
1to2, 10, 33, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -13, 0, 50 , 54 
1to2, 10, 34, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 11, 10, -15, 0, 50 , 54 
1to2, 10, 35, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 8, 10, 8, -15, 0, 50 , 54 
1to2, 10, 36, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 5, 12, 10, -13, 0, 50 , 54 
1to2, 10, 37, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 8, 6, -12, 0, 50 , 54 
1to2, 10, 38, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 4, 3, -15, 0, 50 , 54 
1to2, 10, 39, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 4, 3, -14, 0, 50 , 54 
1to2, 10, 40, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 4, 3, -10, 0, 50 , 54 
1to2, 10, 41, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 4, 3, -14, 0, 50 , 54 
1to2, 10, 42, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 1, 3, -15, 0, 50 , 54 
1to2, 10, 43, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, 0, 3, -15, 0, 50 , 54 
1to2, 10, 45, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, -1, 3, -18, 0, 50 , 54 
1to2, 10, 46, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -1, 3, -14, 0, 50 , 54 
1to2, 10, 49, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, 1, 3, -13, 0, 50 , 54 
1to2, 10, 50, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 5, 5, -18, 0, 50 , 54 
1to2, 10, 51, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 12, 4, 4, -16, 0, 50 , 54 
1to2, 10, 52, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 7, 5, -15, 0, 50 , 54 
1to2, 10, 53, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 9, 6, -9, 0, 50 , 54 
1to2, 10, 54, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 13, 9, -14, 0, 50 , 54 
1to2, 10, 55, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 8, 16, 12, -14, 0, 50 , 54 
1to2, 10, 56, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 8, 17, 11, -15, 0, 50 , 54 
1to2, 10, 57, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 8, 4, -14, 0, 50 , 54 
1to2, 10, 58, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 6, 5, -12, 0, 50 , 54 
1to2, 10, 59, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 7, 5, -14, 0, 50 , 54 
1to2, 10, 60, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, -1, 3, -14, 0, 50 , 54 
1to2, 10, 61, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 4, 3, -15, 0, 50 , 54 
1to2, 10, 62, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 9, 8, 6, -15, 0, 50 , 54 
1to2, 10, 63, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -1, 3, -15, 0, 50 , 54 
1to2, 11, 0, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 17, 14, -13, 0, 50 , 54 
1to2, 11, 1, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 5, 18, 12, -14, 0, 50 , 54 
1to2, 11, 2, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 10, 18, 14, -18, 0, 50 , 54 
1to2, 11, 3, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 5, 11, 7, -18, 0, 50 , 54 
1to2, 11, 4, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 13, 10, -14, 0, 50 , 54 
1to2, 11, 5, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 4, 4, -14, 0, 50 , 54 
1to2, 11, 6, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 10, 7, -15, 0, 50 , 54 
1to2, 11, 7, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 8, 8, 6, -15, 0, 50 , 54 
1to2, 11, 8, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -13, 0, 50 , 54 
1to2, 11, 9, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 0, 3, -14, 0, 50 , 54 
1to2, 11, 10, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 0, 3, -17, 0, 50 , 54 
1to2, 11, 11, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, -4, 2, -15, 0, 50 , 54 
1to2, 11, 12, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -14, 0, 50 , 54 
1to2, 11, 13, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 14, 3, 3, -15, 0, 50 , 54 
1to2, 11, 14, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 0, 2, -19, 0, 50 , 54 
1to2, 11, 16, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -2, 3, -14, 0, 50 , 54 
1to2, 11, 17, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 0, 3, -18, 0, 50 , 54 
1to2, 11, 18, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -3, 3, -15, 0, 50 , 54 
1to2, 11, 19, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -12, 0, 50 , 54 
1to2, 11, 32, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 11, 19, 16, -14, 0, 50 , 54 
1to2, 11, 33, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 8, 9, 7, -17, 0, 50 , 54 
1to2, 11, 34, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 13, 11, -18, 0, 50 , 54 
1to2, 11, 35, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 9, 8, -14, 0, 50 , 54 
1to2, 11, 36, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 2, 3, -17, 0, 50 , 54 
1to2, 11, 37, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 8, 10, 7, -15, 0, 50 , 54 
1to2, 11, 38, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 3, 4, -15, 0, 50 , 54 
1to2, 11, 39, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 3, 3, -15, 0, 50 , 54 
1to2, 11, 40, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -15, 0, 50 , 54 
1to2, 11, 41, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 6, 5, -15, 0, 50 , 54 
1to2, 11, 42, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, -1, 3, -15, 0, 50 , 54 
1to2, 11, 43, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -1, 3, -19, 0, 50 , 54 
1to2, 11, 44, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 0, 3, -15, 0, 50 , 54 
1to2, 11, 45, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, -2, 3, -15, 0, 50 , 54 
1to2, 11, 47, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -13, 0, 50 , 54 
1to2, 11, 48, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 0, 3, -18, 0, 50 , 54 
1to2, 11, 49, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 3, 3, -14, 0, 50 , 54 
1to2, 11, 50, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 4, 3, -14, 0, 50 , 54 
1to2, 11, 51, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 2, 3, -16, 0, 50 , 54 
1to2, 11, 52, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 5, 4, -14, 0, 50 , 54 
1to2, 11, 53, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 5, 4, -13, 0, 50 , 54 
1to2, 11, 54, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 11, 7, -14, 0, 50 , 54 
1to2, 11, 55, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 14, 10, -15, 0, 50 , 54 
1to2, 11, 56, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 11, 9, -14, 0, 50 , 54 
1to2, 11, 57, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 2, 3, -16, 0, 50 , 54 
1to2, 11, 58, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -12, 0, 50 , 54 
1to2, 11, 59, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 4, 3, -15, 0, 50 , 54 
1to2, 11, 60, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 0, 3, -18, 0, 50 , 54 
1to2, 11, 61, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -1, 3, -11, 0, 50 , 54 
1to2, 11, 62, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 1, 3, -17, 0, 50 , 54 
1to2, 12, 0, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 4, 23, 18, -14, 0, 50 , 54 
1to2, 12, 1, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 6, 23, 18, -12, 0, 50 , 54 
1to2, 12, 2, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 10, 19, 15, -16, 0, 50 , 54 
1to2, 12, 3, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 4, 14, 10, -14, 0, 50 , 54 
1to2, 12, 4, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 6, 10, 8, -13, 0, 50 , 54 
1to2, 12, 5, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 12, 13, 9, -12, 0, 50 , 54 
1to2, 12, 6, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 5, 12, 7, -14, 0, 50 , 54 
1to2, 12, 7, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 9, 8, 6, -12, 0, 50 , 54 
1to2, 12, 8, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 1, 3, -15, 0, 50 , 54 
1to2, 12, 10, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 5, 4, -16, 0, 50 , 54 
1to2, 12, 11, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 5, 4, -15, 0, 50 , 54 
1to2, 12, 12, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 2, 3, -13, 0, 50 , 54 
1to2, 12, 13, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 4, 4, -16, 0, 50 , 54 
1to2, 12, 16, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 0, 3, -14, 0, 50 , 54 
1to2, 12, 17, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 10, 4, 4, -19, 0, 50 , 54 
1to2, 12, 18, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 0, 3, -14, 0, 50 , 54 
1to2, 12, 23, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -2, 3, -12, 0, 50 , 54 
1to2, 12, 25, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -1, 3, -15, 0, 50 , 54 
1to2, 12, 32, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 9, 20, 15, -15, 0, 50 , 54 
1to2, 12, 33, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 5, 3, -12, 0, 50 , 54 
1to2, 12, 34, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 2, 3, -13, 0, 50 , 54 
1to2, 12, 35, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 8, 10, 7, -14, 0, 50 , 54 
1to2, 12, 36, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 11, 13, 9, -15, 0, 50 , 54 
1to2, 12, 37, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 4, 3, -18, 0, 50 , 54 
1to2, 12, 38, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 2, 3, -14, 0, 50 , 54 
1to2, 12, 39, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 1, 2, -14, 0, 50 , 54 
1to2, 12, 40, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, -5, 3, -18, 0, 50 , 54 
1to2, 12, 41, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 13, 6, 5, -13, 0, 50 , 54 
1to2, 12, 42, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 8, 7, -19, 0, 50 , 54 
1to2, 12, 44, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 4, 3, -17, 0, 50 , 54 
1to2, 12, 45, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, 0, 3, -11, 0, 50 , 54 
1to2, 12, 47, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 3, 3, -12, 0, 50 , 54 
1to2, 12, 48, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 5, 4, -14, 0, 50 , 54 
1to2, 12, 49, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 0, 3, -15, 0, 50 , 54 
1to2, 12, 50, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 8, 2, 3, -14, 0, 50 , 54 
1to2, 12, 51, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 1, 3, -14, 0, 50 , 54 
1to2, 12, 52, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 4, 5, 4, -18, 0, 50 , 54 
1to2, 12, 53, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 11, 5, 4, -14, 0, 50 , 54 
1to2, 12, 54, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 9, 9, 6, -15, 0, 50 , 54 
1to2, 12, 55, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 5, 12, 8, -15, 0, 50 , 54 
1to2, 12, 56, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 4, 7, 11, 8, -14, 0, 50 , 54 
1to2, 12, 57, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 6, 4, -14, 0, 50 , 54 
1to2, 12, 58, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 10, 0, 3, -15, 0, 50 , 54 
1to2, 12, 59, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -1, 3, -11, 0, 50 , 54 
1to2, 12, 62, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, 2, 2, -14, 0, 50 , 54 
1to2, 12, 63, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 11, -1, 3, -12, 0, 50 , 54 
1to2, 13, 0, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 2, 8, 22, 16, -12, 0, 51 , 54 
1to2, 13, 1, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 6, 17, 13, -14, 0, 51 , 54 
1to2, 13, 2, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 5, 19, 16, -13, 0, 51 , 54 
1to2, 13, 3, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 7, 17, 14, -14, 0, 51 , 54 
1to2, 13, 4, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 14, 11, -13, 0, 51 , 54 
1to2, 13, 5, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 3, 10, 14, 10, -13, 0, 51 , 54 
1to2, 13, 6, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 7, 3, 3, -14, 0, 51 , 54 
1to2, 13, 7, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 9, -1, 3, -12, 0, 51 , 54 
1to2, 13, 8, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 6, 2, 3, -16, 0, 51 , 54 
1to2, 13, 9, 1, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 0Xfff, 15, 5, 5, 4, 3, -12, 0, 51 , 54 
